Price,Close,High,Low,Open,Volume
Ticker,GRASIM.NS,GRASIM.NS,GRASIM.NS,GRASIM.NS,GRASIM.NS
Date,,,,,
2023-05-02,1716.597412109375,1720.7914427128635,1692.9141219611415,1697.6014612191943,396437
2023-05-03,1712.99560546875,1715.709347272886,1700.3151906479625,1702.2394451087498,348145
2023-05-04,1736.6295166015625,1739.7380020131422,1697.4040419346893,1706.482662441108,591510
2023-05-05,1729.376708984375,1743.882693083754,1722.9624868102221,1728.6365645624464,336879
2023-05-08,1754.885498046875,1761.4477488408509,1729.0805815062254,1730.6100923112494,758983
2023-05-09,1741.6129150390625,1764.6548670313637,1734.3598630312824,1757.5005009395518,735967
2023-05-10,1750.987548828125,1755.8722596672287,1728.1923122047208,1741.6128708037636,285798
2023-05-11,1750.7408447265625,1760.4609235073458,1741.7115673442242,1750.9875595117214,272209
2023-05-12,1730.708740234375,1749.6061257884955,1727.9949984615862,1749.6061257884955,305342
2023-05-15,1710.4791259765625,1738.5044736074447,1707.3707616384092,1730.8566782743267,448927
2023-05-16,1704.361083984375,1722.0248959131682,1700.1178313598089,1712.7489033148604,209886
2023-05-17,1702.0914306640625,1715.8080477392994,1681.171104335563,1706.4827121714234,377699
2023-05-18,1683.1939697265625,1710.1337730827945,1674.362064146022,1706.4826361287971,232671
2023-05-19,1693.456787109375,1701.2031474766557,1662.7671615001532,1687.4373092701092,242657
2023-05-22,1695.6771240234375,1704.1142859008885,1682.4045942458624,1690.4963554249302,263864
2023-05-23,1675.5462646484375,1697.7493855889718,1665.7275001028736,1694.34484254416,948278
2023-05-24,1677.9146728515625,1686.9439504584575,1658.819915514335,1672.6352181951015,442899
2023-05-25,1678.9014892578125,1689.3617131413073,1668.6881011157295,1672.5859531224473,691665
2023-05-26,1666.023681640625,1695.1837987678593,1645.0047900889624,1679.444241114773,1946520
2023-05-29,1690.6937255859375,1692.7166658787103,1653.9846216362273,1666.0235774791379,670545
2023-05-30,1702.387451171875,1709.5911602675192,1690.3977169985674,1691.3845761645282,455969
2023-05-31,1695.6771240234375,1710.6271933973962,1673.7700605407638,1700.7592067081207,1217298
2023-06-01,1679.9869384765625,1697.3053491341773,1677.5692544859453,1692.3712952374638,380199
2023-06-02,1687.9801025390625,1696.3187000191795,1677.5693426022845,1685.5130754611223,581154
2023-06-05,1711.6141357421875,1721.4821229111747,1689.411013438684,1696.318664926288,770437
2023-06-06,1743.09326171875,1751.5797670195977,1714.525139359886,1716.9428234428428,1032105
2023-06-07,1745.7081298828125,1749.013987112469,1726.4654648135659,1745.461415094135,757211
2023-06-08,1689.361572265625,1752.7144211171433,1686.401115817727,1748.619197609699,746173
2023-06-09,1693.1114501953125,1714.8704853083652,1687.7333096452983,1700.265816296441,488829
2023-06-12,1708.554931640625,1712.3047545358634,1688.4734363724306,1701.6472804019188,248563
2023-06-13,1715.0185546875,1723.9491465506642,1706.0386198651224,1712.1074410325216,356101
2023-06-14,1755.872314453125,1761.250334088719,1714.0811266320147,1721.9755162007714,814345
2023-06-15,1749.1126708984375,1776.1511604411085,1737.2709657494445,1765.3948794223531,966649
2023-06-16,1757.2537841796875,1766.1350328523606,1747.6817340960129,1754.9347860956618,969546
2023-06-19,1738.0604248046875,1770.8716770458802,1730.955401830847,1765.6415654945908,541464
2023-06-20,1745.757568359375,1749.3594835325225,1721.7288769523032,1743.6852849597215,463433
2023-06-21,1754.44140625,1756.5136896031258,1733.8172586373967,1746.6457024307708,332971
2023-06-22,1727.2056884765625,1766.381821821951,1723.6037733351272,1762.533312819139,412543
2023-06-23,1693.456787109375,1726.860154370402,1688.6214192800392,1726.860154370402,343509
2023-06-26,1704.015625,1708.2095345218313,1673.6220562368217,1693.3581508436953,387107
2023-06-27,1710.2818603515625,1713.587717656806,1690.7924800480216,1703.2755230087907,338798
2023-06-28,1720.1007080078125,1731.5476703207357,1711.120772817913,1713.0450273673728,1030697
2023-06-30,1711.7620849609375,1734.7545726047977,1707.9134552524392,1721.975472369805,453149
2023-07-03,1770.032958984375,1774.2762116671931,1713.193013467711,1726.9096307161822,1087245
2023-07-04,1746.2015380859375,1781.1837596742578,1735.4947210815,1776.2498267769672,671213
2023-07-05,1754.44140625,1760.757063166658,1740.379509412066,1746.6457024307708,400602
2023-07-06,1744.721435546875,1760.263621054093,1741.7116359879344,1754.4413937721176,360764
2023-07-07,1720.2979736328125,1747.3364634554835,1714.0811237171952,1744.7214076102273,554892
2023-07-10,1720.001953125,1736.0375683124205,1710.3805598248225,1731.695629775252,453912
2023-07-11,1744.3759765625,1750.543483412658,1720.7913732844677,1720.7913732844677,578931
2023-07-12,1754.3919677734375,1760.855653216165,1733.8665071969904,1744.3266093117777,791286
2023-07-13,1736.5802001953125,1760.3622968996526,1730.3633502157218,1755.526928824874,335559
2023-07-14,1730.0672607421875,1745.6094458755053,1720.6433604975157,1739.2939100943238,409283
2023-07-17,1769.3916015625,1771.3158560422853,1725.5280084485084,1730.067318840329,923312
2023-07-18,1751.6290283203125,1775.262974553601,1744.5240052815425,1766.4310689471176,747998
2023-07-19,1760.6583251953125,1764.9509206526388,1747.3364522025165,1748.7179340842158,435757
2023-07-20,1795.4432373046875,1799.0450314758884,1753.6027054250449,1761.4477522418288,856488
2023-07-21,1780.7891845703125,1800.870680212193,1766.381766334408,1795.985969202807,782735
2023-07-24,1789.127685546875,1818.4851740291851,1766.4311337317129,1772.3025830527247,782832
2023-07-25,1804.9166259765625,1818.4852144078104,1788.1408660690477,1790.0651205793565,472389
2023-07-26,1814.8338623046875,1824.603284169618,1804.9658754630311,1808.814384284346,463896
2023-07-27,1798.4530029296875,1824.3566049500175,1791.051921950183,1817.843697225958,540277
2023-07-28,1799.73583984375,1810.6893722168836,1786.117908582313,1794.5057279866594,493242
2023-07-31,1825.04736328125,1830.2280109998258,1796.7752999139077,1805.8539203340592,599614
2023-08-01,1813.452392578125,1830.5240885386709,1800.5746061707089,1827.5636319970288,512567
2023-08-02,1796.9727783203125,1815.6234498414753,1782.2200797319101,1808.5184263601452,650377
2023-08-03,1806.396728515625,1810.3932662723932,1770.5263327443513,1784.1442636433296,664460
2023-08-04,1801.3638916015625,1821.593415026594,1796.1339011040138,1806.3966312145812,325948
2023-08-07,1831.1162109375,1840.3428603646164,1801.956094849061,1802.7949251382981,970459
2023-08-08,1820.11328125,1843.7472271880313,1807.6301178961248,1833.1884391457447,481950
2023-08-09,1821.2974853515625,1825.5407379703454,1803.3376156913062,1820.6068048606012,529863
2023-08-10,1806.1500244140625,1830.5241157051246,1799.982517387848,1810.886706575537,703299
2023-08-11,1813.3436279296875,1825.6969131056285,1794.4417773536973,1814.5839786516754,749144
2023-08-14,1797.66650390625,1820.7358120478955,1779.8560397891347,1810.7639999370983,530231
2023-08-16,1802.7764892578125,1805.8524375160787,1771.6701948770656,1797.9145575218174,399331
2023-08-17,1786.8511962890625,1798.3610429775617,1779.7567549661633,1795.9300771647356,497072
2023-08-18,1777.0281982421875,1786.8511677916076,1771.7693544692486,1781.0466913125415,441358
2023-08-21,1794.342529296875,1798.9067766968956,1776.085539696792,1777.0282062349963,267446
2023-08-22,1791.7628173828125,1810.8135108533484,1784.0730073894108,1795.930152779398,366115
2023-08-23,1783.6761474609375,1800.89124271941,1779.062285964717,1795.9300830197944,418171
2023-08-24,1764.2283935546875,1799.3533015371038,1757.2331803751767,1790.968895565542,924665
2023-08-25,1762.4425048828125,1768.7927360359542,1744.3839704394634,1746.318796043677,659271
