Price,Close,High,Low,Open,Volume
Ticker,BALAMINES.NS,BALAMINES.NS,BALAMINES.NS,BALAMINES.NS,BALAMINES.NS
Date,,,,,
2023-05-02,2206.69775390625,2262.7483845411675,2094.645615704519,2103.0209778235426,330502
2023-05-03,2277.7646484375,2289.5099006528803,2198.9664126709977,2216.2623292314424,222426
2023-05-04,2263.34326171875,2312.4063190671527,2251.9447736479087,2289.6093429254706,100313
2023-05-05,2209.32421875,2278.5081300761144,2192.4742807873486,2270.776933672611,50147
2023-05-08,2337.532470703125,2347.543170796203,2209.324172172473,2209.324172172473,198286
2023-05-09,2365.979248046875,2395.516247973936,2349.079702214003,2357.702857787043,133455
2023-05-10,2335.9462890625,2386.5953114411354,2310.5228057932954,2386.5953114411354,68918
2023-05-11,2361.27099609375,2378.7154920808894,2338.771422061814,2338.771422061814,69091
2023-05-12,2350.417724609375,2368.754421475962,2338.7714441670837,2361.4195975379985,37328
2023-05-15,2369.25,2372.867683926889,2339.267022790815,2366.2268745619645,42090
2023-05-16,2390.6591796875,2428.3733530161458,2369.894157984328,2383.1264116204916,77482
2023-05-17,2344.866943359375,2393.6325944712103,2329.2559724799876,2393.6325944712103,46099
2023-05-18,2356.71142578125,2384.7120562836426,2344.123580111795,2355.96804621039,32895
2023-05-19,2286.14013671875,2359.040946900237,2277.071002101319,2355.9186072884995,77190
2023-05-22,2148.168701171875,2227.36330532202,1863.4047281025082,1982.2958483947086,1123040
2023-05-23,2191.582275390625,2261.856330132965,2165.216982110194,2165.7125685103106,347924
2023-05-24,2143.163330078125,2205.210842510168,2135.580955153022,2191.5822168708687,108997
2023-05-25,2136.22509765625,2171.2135445905415,2131.0214406500113,2158.7742780166163,46907
2023-05-26,2139.694091796875,2166.4557550179593,2121.1096034489,2147.276466248639,42370
2023-05-29,2123.785888671875,2163.73020050478,2114.171561006274,2163.73020050478,50360
2023-05-30,2102.525146484375,2146.483753707146,2091.62224649082,2137.959571463428,59763
2023-05-31,2086.369140625,2125.074486930047,2080.025731488084,2125.074486930047,44110
2023-06-01,2097.9658203125,2124.083320511043,2087.65771993765,2095.834895576575,38924
2023-06-02,2125.02490234375,2143.906792813489,2103.417286640429,2107.2333987616635,50656
2023-06-05,2151.4892578125,2164.523326028312,2127.8499304461366,2150.7954852121115,51345
2023-06-06,2151.6875,2164.7213251037306,2135.977314834496,2164.7213251037306,33994
2023-06-07,2149.754638671875,2159.121415436192,2137.959778874254,2151.687619264863,34525
2023-06-08,2158.6259765625,2177.6564476646863,2144.898135233621,2144.898135233621,59112
2023-06-09,2137.315673828125,2169.4295774029965,2131.1208435100125,2158.625890122432,27185
2023-06-12,2147.42529296875,2164.671601406612,2130.030163432399,2140.982670324585,35389
2023-06-13,2177.458251953125,2203.27811205149,2144.650332624014,2150.745949080226,76087
2023-06-14,2221.81298828125,2230.138742793463,2182.463235542195,2205.359423429091,82724
2023-06-15,2229.345703125,2254.918008497596,2209.5718551398973,2235.094553477837,69468
2023-06-16,2241.1904296875,2252.935924946581,2223.299953040453,2237.969117872244,46560
2023-06-19,2348.534423828125,2369.8942468043383,2246.047249556028,2264.43355402935,172447
2023-06-20,2416.033447265625,2424.3592024746395,2350.120452239982,2350.120452239982,177515
2023-06-21,2379.458740234375,2437.194552308986,2363.9469836557523,2428.4228187559224,82944
2023-06-22,2317.708984375,2374.3048053482185,2304.5263379045387,2349.1291133406944,59183
2023-06-23,2268.893798828125,2334.211990865338,2255.71115192634,2329.156912689625,49964
2023-06-26,2232.963623046875,2283.7116193682964,2219.2357836872,2283.7116193682964,48547
2023-06-27,2300.511962890625,2308.4413449255776,2239.406259377986,2245.006288645957,74235
2023-06-28,2310.473388671875,2335.203101472447,2301.503226493643,2316.073418160899,43335
2023-06-30,2296.101318359375,2337.185381093016,2289.60908834812,2331.6843238472798,40880
2023-07-03,2292.169189453125,2339.3543675680835,2289.580870385784,2318.4494987515177,51119
